round,source_file,task,family,baseline_quick_acc,best_quick_cfg,best_quick_acc,best_quick_delta_pp,baseline_med_acc,best_med_cfg,best_med_acc,best_med_delta_pp,compare_mode,anchor_acc,best_med_delta_vs_anchor_pp,effective
431,_round431_fastdiscover_records.jsonl,squad_seed55_anchor,squad,0.1380370506,scalar_l8_sched_cos,0.1583838384,2.0346787779,0.1849663391,scalar_l8_sched_cos,0.1636795506,-2.1286788500,med_vs_med,0.1849663391,-2.1286788500,0
432,_round432_fastdiscover_records.jsonl,protein_contact_seed9_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
432,_round432_fastdiscover_records.jsonl,protein_ss_seed183_discovery,protein_ss,0.2968304843,head_l8,0.2968304843,0.0000000000,,,,,,0.2968304843,,0
433,_round433_fastdiscover_records.jsonl,arc_mc_seed124_discovery,arc_mc,0.2500000000,scalar_l8_sched_cos,0.3750000000,12.5000000000,0.4166666667,scalar_l8_sched_cos,0.4166666667,0.0000000000,med_vs_med,0.4166666667,0.0000000000,0
433,_round433_fastdiscover_records.jsonl,protein_ss_seed184_discovery,protein_ss,0.2913417916,scalar_l8_train1e4,0.3013603721,1.0018580458,0.3219994759,scalar_l8_train1e4,0.3013603721,-2.0639103807,med_vs_med,0.3219994759,-2.0639103807,0
434,_round434_fastdiscover_records.jsonl,mbpp_seed98_headprobe,mbpp,0.4512663953,scalar_l8_train1e4,0.4160259310,-3.5240464345,,,,,,0.4512663953,,0
434,_round434_fastdiscover_records.jsonl,protein_contact_seed10_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
435,_round435_fastdiscover_records.jsonl,hotpot_seed71_discovery,hotpot,0.1111636112,scalar_l8_train1e4,0.1137623638,0.2598752599,,,,,,0.1111636112,,0
435,_round435_fastdiscover_records.jsonl,squad_seed56_discovery,squad,0.1416319967,head_l8,0.1432575758,0.1625579025,,,,,,0.1416319967,,0
436,_round436_fastdiscover_records.jsonl,mbpp_longctx_seed63_repair,mbpp_longctx,0.1796598463,scalar_l8_sched_cos,0.1502201502,-2.9439696106,,,,,,0.1796598463,,0
436,_round436_fastdiscover_records.jsonl,protein_ss_seed185_discovery,protein_ss,0.2656286817,scalar_l8_train1e4,0.2968177656,3.1189083821,0.2656286817,scalar_l8_train1e4,0.2968177656,3.1189083821,med_vs_med,0.2656286817,3.1189083821,1
437,_round437_fastdiscover_records.jsonl,arc_mc_seed125_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3333333333,-4.1666666667,,,,,,0.3750000000,,0
437,_round437_fastdiscover_records.jsonl,protein_contact_seed11_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
438,_round438_fastdiscover_records.jsonl,mbpp_seed99_headprobe,mbpp,0.4311774461,scalar_l8_sched_cos,0.4355731654,0.4395719334,,,,,,0.4311774461,,0
438,_round438_fastdiscover_records.jsonl,protein_ss_seed186_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3421086570,4.5278172686,0.2968304843,scalar_l8_sched_cos,0.3421086570,4.5278172686,med_vs_med,0.2968304843,4.5278172686,1
439,_round439_fastdiscover_records.jsonl,protein_contact_seed12_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
439,_round439_fastdiscover_records.jsonl,squad_seed57_anchor,squad,0.1533333333,head_l8,0.1533080808,-0.0025252525,,,,,,0.1533333333,,0
440,_round440_fastdiscover_records.jsonl,protein_contact_seed13_discovery,protein_contact,0.9609375000,head_l8,0.9609375000,0.0000000000,,,,,,0.9609375000,,0
440,_round440_fastdiscover_records.jsonl,protein_ss_seed187_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3079234325,1.1092948169,0.2968304843,scalar_l8_sched_cos,0.3079234325,1.1092948169,med_vs_med,0.2968304843,1.1092948169,1
441,_round441_fastdiscover_records.jsonl,arc_mc_seed126_discovery,arc_mc,0.3750000000,scalar_l8_train8e5,0.4166666667,4.1666666667,0.4166666667,scalar_l8_train8e5,0.4583333333,4.1666666667,med_vs_med,0.4166666667,4.1666666667,1
441,_round441_fastdiscover_records.jsonl,protein_ss_seed188_discovery,protein_ss,0.2461690569,scalar_l8_sched_cos,0.2648423610,1.8673304158,0.2855364630,scalar_l8_sched_cos,0.3268038085,4.1267345513,med_vs_med,0.2855364630,4.1267345513,1
442,_round442_fastdiscover_records.jsonl,mbpp_seed100_headprobe,mbpp,0.4151924602,head_l10_strong,0.4185323004,0.3339840176,,,,,,0.4151924602,,0
442,_round442_fastdiscover_records.jsonl,protein_contact_seed14_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
443,_round443_fastdiscover_records.jsonl,hotpot_seed72_discovery,hotpot,0.0981225981,scalar_l8_train1e4,0.0919800920,-0.6142506143,,,,,,0.0981225981,,0
443,_round443_fastdiscover_records.jsonl,squad_seed58_discovery,squad,0.1433080808,scalar_l8_sched_cos,0.1508838384,0.7575757576,,,,,,0.1433080808,,0
444,_round444_fastdiscover_records.jsonl,mbpp_longctx_seed64_repair,mbpp_longctx,0.1441768108,scalar_l8_train1e4,0.1385651386,-0.5611672278,,,,,,0.1441768108,,0
444,_round444_fastdiscover_records.jsonl,protein_ss_seed189_discovery,protein_ss,0.2452306314,scalar_l8_train1e4,0.2539324899,0.8701858486,0.2667652491,scalar_l8_train1e4,0.3157184240,4.8953174968,med_vs_med,0.2667652491,4.8953174968,1
445,_round445_fastdiscover_records.jsonl,arc_mc_seed127_discovery,arc_mc,0.2916666667,scalar_l8_train1e4,0.2916666667,0.0000000000,,,,,,0.2916666667,,0
445,_round445_fastdiscover_records.jsonl,protein_contact_seed15_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
446,_round446_fastdiscover_records.jsonl,mbpp_seed101_headprobe,mbpp,0.4186642545,scalar_l8_train1e4,0.4335896276,1.4925373134,0.4952412841,scalar_l8_train1e4,0.4678401774,-2.7401106764,med_vs_med,0.4952412841,-2.7401106764,0
446,_round446_fastdiscover_records.jsonl,protein_ss_seed190_discovery,protein_ss,0.2260445063,scalar_l8_sched_cos,0.2618425874,3.5798081017,0.3245659740,scalar_l8_sched_cos,0.3019794596,-2.2586514363,med_vs_med,0.3245659740,-2.2586514363,0
447,_round447_fastdiscover_records.jsonl,protein_contact_seed16_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
447,_round447_fastdiscover_records.jsonl,squad_seed59_anchor,squad,0.1508333333,scalar_l8_train1e4,0.1433585859,-0.7474747475,,,,,,0.1508333333,,0
448,_round448_fastdiscover_records.jsonl,protein_contact_seed17_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
448,_round448_fastdiscover_records.jsonl,protein_ss_seed191_discovery,protein_ss,0.2968304843,head_l8,0.2968304843,0.0000000000,,,,,,0.2968304843,,0
449,_round449_fastdiscover_records.jsonl,arc_mc_seed164_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
449,_round449_fastdiscover_records.jsonl,protein_ss_seed232_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3291977272,3.2367242894,0.2968304843,scalar_l8_sched_cos,0.3291977272,3.2367242894,med_vs_med,0.2968304843,3.2367242894,1
450,_round450_fastdiscover_records.jsonl,mbpp_seed126_headprobe,mbpp,0.4020842380,scalar_l8_sched_cos,0.4332392531,3.1155015198,0.4574407628,scalar_l8_sched_cos,0.4624653916,0.5024628754,med_vs_med,0.4574407628,0.5024628754,1
451,_round451_fastdiscover_records.jsonl,mbpp_longctx_seed85_repair,mbpp_longctx,0.1657601658,scalar_l8_sched_cos,0.1587671588,-0.6993006993,,,,,,0.1657601658,,0
451,_round451_fastdiscover_records.jsonl,squad_seed80_discovery,squad,0.1407070707,head_l8,0.1482828283,0.7575757576,,,,,,0.1407070707,,0
452,_round452_fastdiscover_records.jsonl,arc_mc_seed165_discovery,arc_mc,0.4166666667,scalar_l8_sched_cos,0.3750000000,-4.1666666667,,,,,,0.4166666667,,0
452,_round452_fastdiscover_records.jsonl,protein_ss_seed233_discovery,protein_ss,0.2784280892,head_l8,0.2955790798,1.7150990579,0.2784280892,head_l8,0.2955790798,1.7150990579,med_vs_med,0.2784280892,1.7150990579,1
453,_round453_fastdiscover_records.jsonl,mbpp_seed127_headprobe,mbpp,0.4336650083,scalar_l8_sched_cos,0.4161013116,-1.7563696668,,,,,,0.4336650083,,0
453,_round453_fastdiscover_records.jsonl,protein_ss_seed234_discovery,protein_ss,0.2467947071,scalar_l8_sched_cos,0.2769912978,3.0196590724,0.2822376696,scalar_l8_sched_cos,0.2769912978,-0.5246371796,med_vs_med,0.2822376696,-0.5246371796,0
454,_round454_fastdiscover_records.jsonl,arc_mc_seed166_discovery,arc_mc,0.4166666667,scalar_l8_train1e4,0.4166666667,0.0000000000,,,,,,0.4166666667,,0
455,_round455_fastdiscover_records.jsonl,mbpp_seed128_anchor,mbpp,0.3959369818,scalar_l8_train1e4,0.4236393789,2.7702397105,0.4693925943,scalar_l8_train1e4,0.4660821832,-0.3310411031,med_vs_med,0.4693925943,-0.3310411031,0
455,_round455_fastdiscover_records.jsonl,squad_seed81_anchor,squad,0.1332575758,scalar_l8_train1e4,0.1483080808,1.5050505051,0.1782171202,scalar_l8_train1e4,0.1851326977,0.6915577520,med_vs_med,0.1782171202,0.6915577520,1
456,_round456_fastdiscover_records.jsonl,mbpp_longctx_seed86_repair,mbpp_longctx,0.1479754813,scalar_l8_sched_cos,0.1883795217,4.0404040404,0.2029581530,scalar_l8_sched_cos,0.1883795217,-1.4578631245,med_vs_med,0.2029581530,-1.4578631245,0
456,_round456_fastdiscover_records.jsonl,protein_ss_seed235_discovery,protein_ss,0.3192041010,scalar_l8_train1e4,0.3325534724,1.3349371372,0.3192041010,scalar_l8_train1e4,0.3325534724,1.3349371372,med_vs_med,0.3192041010,1.3349371372,1
457,_round457_fastdiscover_records.jsonl,arc_mc_seed167_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,0.5000000000,scalar_l8_train1e4,0.3750000000,-12.5000000000,med_vs_med,0.5000000000,-12.5000000000,0
457,_round457_fastdiscover_records.jsonl,protein_ss_seed236_discovery,protein_ss,0.2968304843,head_l8,0.2968304843,0.0000000000,,,,,,0.2968304843,,0
458,_round458_fastdiscover_records.jsonl,mbpp_seed129_headprobe,mbpp,0.4261646314,scalar_l8_sched_cos,0.4199658391,-0.6198792311,,,,,,0.4261646314,,0
465,_round465_fastdiscover_records.jsonl,arc_mc_seed170_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,med_vs_med,0.3333333333,4.1666666667,1
465,_round465_fastdiscover_records.jsonl,mbpp_seed132_headprobe,mbpp,0.4336650083,scalar_l8_train1e4,0.4286521936,-0.5012814714,,,,,,0.4336650083,,0
466,_round466_fastdiscover_records.jsonl,protein_ss_seed239_discovery,protein_ss,0.2784327960,head_l8,0.3517059208,7.3273124767,0.2784327960,head_l8,0.3517059208,7.3273124767,med_vs_med,0.2784327960,7.3273124767,1
466,_round466_fastdiscover_records.jsonl,squad_seed84_discovery,squad,0.1440950509,head_l8,0.1483585859,0.4263534938,,,,,,0.1440950509,,0
467,_round467_fastdiscover_records.jsonl,hotpot_seed75_discovery,hotpot,0.0919800920,,,,,,,,,0.0919800920,,0
468,_round468_fastdiscover_records.jsonl,mbpp_longctx_seed89_repair,mbpp_longctx,0.1751705085,scalar_l8_train1e4,0.1796598463,0.4489337823,,,,,,0.1751705085,,0
468,_round468_fastdiscover_records.jsonl,protein_contact_seed20_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
469,_round469_fastdiscover_records.jsonl,arc_mc_seed171_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,,,,,,0.3750000000,,0
500,_round500_fastdiscover_records.jsonl,arc_mc_seed182_discovery,arc_mc,0.4166666667,scalar_l8_train1e4,0.3750000000,-4.1666666667,,,,,,0.4166666667,,0
500,_round500_fastdiscover_records.jsonl,protein_contact_seed28_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
501,_round501_fastdiscover_records.jsonl,mbpp_seed141_anchor,mbpp,0.4151924602,scalar_l8_sched_cos,0.4135760591,-0.1616401098,,,,,,0.4151924602,,0
501,_round501_fastdiscover_records.jsonl,protein_ss_seed251_discovery,protein_ss,0.2351181146,scalar_l8_train1e4,0.2351181146,0.0000000000,,,,,,0.2351181146,,0
502,_round502_fastdiscover_records.jsonl,mbpp_longctx_seed98_repair,mbpp_longctx,0.1479754813,scalar_l8_train1e4,0.1688681689,2.0892687559,0.2568452381,scalar_l8_train1e4,0.2179487179,-3.8896520147,med_vs_med,0.2568452381,-3.8896520147,0
502,_round502_fastdiscover_records.jsonl,squad_seed93_anchor,squad,0.1457323232,scalar_l8_train1e4,0.1458080808,0.0075757576,,,,,,0.1457323232,,0
503,_round503_fastdiscover_records.jsonl,arc_mc_seed183_discovery,arc_mc,0.2916666667,scalar_l8_train1e4,0.2916666667,0.0000000000,,,,,,0.2916666667,,0
503,_round503_fastdiscover_records.jsonl,hotpot_seed84_discovery,hotpot,0.0983903484,scalar_l8_train1e4,0.1099981100,1.1607761608,0.1144300144,scalar_l8_train1e4,0.1432597755,2.8829761025,med_vs_med,0.1144300144,2.8829761025,1
504,_round504_fastdiscover_records.jsonl,protein_contact_seed29_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
504,_round504_fastdiscover_records.jsonl,protein_ss_seed252_discovery,protein_ss,0.2392762180,scalar_l8_sched_cos,0.2668467309,2.7570512862,0.3040549815,scalar_l8_sched_cos,0.3293736663,2.5318684730,med_vs_med,0.3040549815,2.5318684730,1
505,_round505_fastdiscover_records.jsonl,arc_mc_seed184_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
505,_round505_fastdiscover_records.jsonl,mbpp_seed142_headprobe,mbpp,0.4261646314,scalar_l8_train1e4,0.4162143826,-0.9950248756,,,,,,0.4261646314,,0
506,_round506_fastdiscover_records.jsonl,protein_ss_seed253_discovery,protein_ss,0.3012164492,head_l8,0.2968304843,-0.4385964912,,,,,,0.3012164492,,0
506,_round506_fastdiscover_records.jsonl,squad_seed94_discovery,squad,0.1382575758,scalar_l8_train1e4,0.1458080808,0.7550505051,,,,,,0.1382575758,,0
507,_round507_fastdiscover_records.jsonl,hotpot_seed85_discovery,hotpot,0.0765608266,head_l8,0.1009891010,2.4428274428,0.1299857550,head_l8,0.1256647673,-0.4320987654,med_vs_med,0.1299857550,-0.4320987654,0
507,_round507_fastdiscover_records.jsonl,mbpp_longctx_seed99_repair,mbpp_longctx,0.1208667875,head_l8,0.1781058448,5.7239057239,0.1958152958,head_l8,0.2702380952,7.4422799423,med_vs_med,0.1958152958,7.4422799423,1
508,_round508_fastdiscover_records.jsonl,arc_mc_seed185_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,,,,,,0.3750000000,,0
508,_round508_fastdiscover_records.jsonl,protein_contact_seed30_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
509,_round509_fastdiscover_records.jsonl,mbpp_seed143_anchor,mbpp,0.4233056793,head_l10_strong,0.4411653852,1.7859705942,0.4902741162,head_l10_strong,0.4908597540,0.0585637753,med_vs_med,0.4902741162,0.0585637753,1
509,_round509_fastdiscover_records.jsonl,protein_ss_seed254_discovery,protein_ss,0.3053373284,scalar_l8_sched_cos,0.3285460226,2.3208694283,0.3053373284,scalar_l8_sched_cos,0.3285460226,2.3208694283,med_vs_med,0.3053373284,2.3208694283,1
510,_round510_fastdiscover_records.jsonl,mbpp_longctx_seed100_repair,mbpp_longctx,0.1131831132,head_l8,0.1378744712,2.4691358025,0.1978354978,head_l8,0.1922799423,-0.5555555556,med_vs_med,0.1978354978,-0.5555555556,0
510,_round510_fastdiscover_records.jsonl,squad_seed95_anchor,squad,0.1307323232,head_l8,0.1533585859,2.2626262626,0.1675764520,head_l8,0.1811027265,1.3526274501,med_vs_med,0.1675764520,1.3526274501,1
511,_round511_fastdiscover_records.jsonl,arc_mc_seed186_discovery,arc_mc,0.2500000000,scalar_l8_sched_cos,0.3333333333,8.3333333333,0.3750000000,scalar_l8_sched_cos,0.3750000000,0.0000000000,med_vs_med,0.3750000000,0.0000000000,0
511,_round511_fastdiscover_records.jsonl,hotpot_seed86_discovery,hotpot,0.0701505702,head_l8,0.1111636112,4.1013041013,0.1109449193,head_l8,0.1320512821,2.1106362773,med_vs_med,0.1109449193,2.1106362773,1
512,_round512_fastdiscover_records.jsonl,protein_contact_seed31_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
512,_round512_fastdiscover_records.jsonl,protein_ss_seed255_discovery,protein_ss,0.3102106227,head_l8,0.3012947700,-0.8915852666,,,,,,0.3102106227,,0
513,_round513_fastdiscover_records.jsonl,arc_mc_seed187_discovery,arc_mc,0.2916666667,scalar_l8_train1e4,0.3750000000,8.3333333333,0.4166666667,scalar_l8_train1e4,0.3750000000,-4.1666666667,med_vs_med,0.4166666667,-4.1666666667,0
513,_round513_fastdiscover_records.jsonl,mbpp_seed144_headprobe,mbpp,0.3935624906,scalar_l8_sched_cos,0.4001122334,0.6549742868,,,,,,0.3935624906,,0
514,_round514_fastdiscover_records.jsonl,protein_ss_seed256_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.2968304843,0.0000000000,,,,,,0.2968304843,,0
514,_round514_fastdiscover_records.jsonl,squad_seed96_discovery,squad,0.1307575758,head_l8,0.1458080808,1.5050505051,0.1883851425,head_l8,0.1883851425,0.0000000000,med_vs_med,0.1883851425,0.0000000000,0
515,_round515_fastdiscover_records.jsonl,hotpot_seed87_discovery,hotpot,0.0855698356,scalar_l8_sched_cos,0.0934133434,0.7843507844,,,,,,0.0855698356,,0
515,_round515_fastdiscover_records.jsonl,mbpp_longctx_seed101_repair,mbpp_longctx,0.1635154968,head_l8,0.1673141673,0.3798670465,,,,,,0.1635154968,,0
516,_round516_fastdiscover_records.jsonl,arc_mc_seed188_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3333333333,-4.1666666667,,,,,,0.3750000000,,0
516,_round516_fastdiscover_records.jsonl,protein_contact_seed32_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
517,_round517_fastdiscover_records.jsonl,mbpp_seed145_anchor,mbpp,0.4040924881,scalar_l8_train1e4,0.4184758028,1.4383314745,0.4878749138,scalar_l8_train1e4,0.4550326277,-3.2842286089,med_vs_med,0.4878749138,-3.2842286089,0
517,_round517_fastdiscover_records.jsonl,protein_ss_seed257_discovery,protein_ss,0.2746562759,scalar_l8_train1e4,0.2561662913,-1.8489984592,,,,,,0.2746562759,,0
518,_round518_fastdiscover_records.jsonl,squad_seed97_anchor,squad,0.1658585859,scalar_l8_sched_cos,0.1508333333,-1.5025252525,,,,,,0.1658585859,,0
520,_round520_fastdiscover_records.jsonl,protein_contact_seed33_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
520,_round520_fastdiscover_records.jsonl,protein_ss_seed258_discovery,protein_ss,0.3161469000,scalar_l8_train1e4,0.3056024142,-1.0544485808,,,,,,0.3161469000,,0
521,_round521_fastdiscover_records.jsonl,arc_mc_seed190_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.3333333333,0.0000000000,,,,,,0.3333333333,,0
521,_round521_fastdiscover_records.jsonl,mbpp_seed146_headprobe,mbpp,0.3985376150,head_l10_strong,0.4159882406,1.7450625660,0.4563711603,head_l10_strong,0.4597547332,0.3383572893,med_vs_med,0.4563711603,0.3383572893,1
522,_round522_fastdiscover_records.jsonl,protein_ss_seed259_discovery,protein_ss,0.3010511053,scalar_l8_sched_cos,0.3508838871,4.9832781741,0.3010511053,scalar_l8_sched_cos,0.3508838871,4.9832781741,med_vs_med,0.3010511053,4.9832781741,1
522,_round522_fastdiscover_records.jsonl,squad_seed98_discovery,squad,0.1382070707,scalar_l8_sched_cos,0.1457828283,0.7575757576,,,,,,0.1382070707,,0
523,_round523_fastdiscover_records.jsonl,hotpot_seed89_discovery,hotpot,0.1341586342,scalar_l8_train1e4,0.1164083664,-1.7750267750,,,,,,0.1341586342,,0
523,_round523_fastdiscover_records.jsonl,mbpp_longctx_seed103_repair,mbpp_longctx,0.1673141673,head_l8,0.1711128378,0.3798670465,,,,,,0.1673141673,,0
524,_round524_fastdiscover_records.jsonl,arc_mc_seed191_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,,,,,,0.3750000000,,0
524,_round524_fastdiscover_records.jsonl,protein_contact_seed34_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
525,_round525_fastdiscover_records.jsonl,mbpp_seed147_anchor,mbpp,0.4234509272,scalar_l8_sched_cos,0.4301454624,0.6694535258,,,,,,0.4234509272,,0
525,_round525_fastdiscover_records.jsonl,protein_ss_seed260_discovery,protein_ss,0.3013389510,head_l8,0.3102019204,0.8862969389,0.3013389510,head_l8,0.3102019204,0.8862969389,med_vs_med,0.3013389510,0.8862969389,1
526,_round526_fastdiscover_records.jsonl,mbpp_longctx_seed104_repair,mbpp_longctx,0.1154277821,head_l8,0.1603211603,4.4893378227,0.1857142857,head_l8,0.2452741703,5.9559884560,med_vs_med,0.1857142857,5.9559884560,1
526,_round526_fastdiscover_records.jsonl,squad_seed99_anchor,squad,0.1457070707,scalar_l8_sched_cos,0.1508080808,0.5101010101,,,,,,0.1457070707,,0
527,_round527_fastdiscover_records.jsonl,arc_mc_seed192_discovery,arc_mc,0.4166666667,scalar_l8_train1e4,0.3750000000,-4.1666666667,,,,,,0.4166666667,,0
527,_round527_fastdiscover_records.jsonl,hotpot_seed90_discovery,hotpot,0.1047533548,head_l8,0.1265828766,2.1829521830,0.1207200929,head_l8,0.1265828766,0.5862783668,med_vs_med,0.1207200929,0.5862783668,1
528,_round528_fastdiscover_records.jsonl,protein_contact_seed35_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
528,_round528_fastdiscover_records.jsonl,protein_ss_seed261_discovery,protein_ss,0.2786426536,scalar_l8_sched_cos,0.3600171956,8.1374541910,0.2786426536,scalar_l8_sched_cos,0.3600171956,8.1374541910,med_vs_med,0.2786426536,8.1374541910,1
529,_round529_fastdiscover_records.jsonl,arc_mc_seed193_discovery,arc_mc,0.2916666667,scalar_l8_train8e5,0.2916666667,0.0000000000,,,,,,0.2916666667,,0
529,_round529_fastdiscover_records.jsonl,mbpp_seed148_headprobe,mbpp,0.4036258103,head_l10_strong,0.4335896276,2.9963817277,0.4989308661,head_l10_strong,0.5273022885,2.8371422471,med_vs_med,0.4989308661,2.8371422471,1
530,_round530_fastdiscover_records.jsonl,protein_ss_seed262_discovery,protein_ss,0.2910336252,scalar_l8_train1e4,0.3148529711,2.3819345887,0.2910336252,scalar_l8_train1e4,0.3148529711,2.3819345887,med_vs_med,0.2910336252,2.3819345887,1
530,_round530_fastdiscover_records.jsonl,squad_seed100_discovery,squad,0.1533838384,scalar_l8_train1e4,0.1558080808,0.2424242424,,,,,,0.1533838384,,0
531,_round531_fastdiscover_records.jsonl,hotpot_seed91_discovery,hotpot,0.0765608266,scalar_l8_train1e4,0.1009891010,2.4428274428,0.0940645774,scalar_l8_train1e4,0.1009891010,0.6924523591,med_vs_med,0.0940645774,0.6924523591,1
531,_round531_fastdiscover_records.jsonl,mbpp_longctx_seed105_repair,mbpp_longctx,0.1347664681,scalar_l8_sched_cos,0.2090995424,7.4333074333,0.2111471861,scalar_l8_sched_cos,0.2384920635,2.7344877345,med_vs_med,0.2111471861,2.7344877345,1
532,_round532_fastdiscover_records.jsonl,arc_mc_seed194_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,,,,,,0.3750000000,,0
532,_round532_fastdiscover_records.jsonl,protein_contact_seed36_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
533,_round533_fastdiscover_records.jsonl,mbpp_seed149_anchor,mbpp,0.4235639982,head_l10_strong,0.4285014322,0.4937434042,,,,,,0.4235639982,,0
533,_round533_fastdiscover_records.jsonl,protein_ss_seed263_discovery,protein_ss,0.3102275646,scalar_l8_sched_cos,0.3152830236,0.5055458992,,,,,,0.3102275646,,0
534,_round534_fastdiscover_records.jsonl,mbpp_longctx_seed106_repair,mbpp_longctx,0.1486661487,head_l8,0.1673141673,1.8648018648,0.1906221019,head_l8,0.2775252525,8.6903150613,med_vs_med,0.1906221019,8.6903150613,1
534,_round534_fastdiscover_records.jsonl,squad_seed101_anchor,squad,0.1559090909,head_l8,0.1483838384,-0.7525252525,,,,,,0.1559090909,,0
540,_round540_fastdiscover_records.jsonl,arc_mc_seed197_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,,,,,,0.3750000000,,0
540,_round540_fastdiscover_records.jsonl,protein_contact_seed38_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
541,_round541_fastdiscover_records.jsonl,mbpp_seed151_anchor,mbpp,0.4412179766,scalar_l8_train1e4,0.4486657621,0.7447785546,,,,,,0.4412179766,,0
541,_round541_fastdiscover_records.jsonl,protein_ss_seed266_discovery,protein_ss,0.3054370702,scalar_l8_sched_cos,0.3016381766,-0.3798893602,,,,,,0.3054370702,,0
542,_round542_fastdiscover_records.jsonl,mbpp_longctx_seed108_repair,mbpp_longctx,0.1524648191,scalar_l8_sched_cos,0.1401191401,-1.2345679012,,,,,,0.1524648191,,0
542,_round542_fastdiscover_records.jsonl,squad_seed103_anchor,squad,0.1358784023,scalar_l8_sched_cos,0.1358784023,0.0000000000,,,,,,0.1358784023,,0
543,_round543_fastdiscover_records.jsonl,arc_mc_seed198_discovery,arc_mc,0.2500000000,scalar_l8_train1e4,0.3750000000,12.5000000000,0.3750000000,scalar_l8_train1e4,0.3750000000,0.0000000000,med_vs_med,0.3750000000,0.0000000000,0
543,_round543_fastdiscover_records.jsonl,hotpot_seed94_discovery,hotpot,0.0693167193,scalar_l8_sched_cos,0.1135418635,4.4225144225,0.0946934225,scalar_l8_sched_cos,0.1135418635,1.8848441022,med_vs_med,0.0946934225,1.8848441022,1
544,_round544_fastdiscover_records.jsonl,protein_contact_seed39_discovery,protein_contact,0.9687500000,head_l8,0.9687500000,0.0000000000,,,,,,0.9687500000,,0
544,_round544_fastdiscover_records.jsonl,protein_ss_seed267_discovery,protein_ss,0.2568821894,scalar_l8_train1e4,0.2769557441,2.0073554613,0.2568821894,scalar_l8_train1e4,0.2799330887,2.3050899242,med_vs_med,0.2568821894,2.3050899242,1
