round,source_file,task,family,baseline_quick_acc,best_quick_cfg,best_quick_acc,best_quick_delta_pp,baseline_med_acc,best_med_cfg,best_med_acc,best_med_delta_pp,compare_mode,anchor_acc,best_med_delta_vs_anchor_pp,effective
204,_round204_fastdiscover_records.jsonl,mbpp_seed37_anchor,mbpp,0.4158704199,scalar_l8_sched_cos,0.4394648216,2.3594401662,0.4625317851,scalar_l8_sched_cos,0.4880077008,2.5475915701,med_vs_med,0.4625317851,2.5475915701,1
206,_round206_fastdiscover_records.jsonl,mbpp_longctx_seed11_repair,mbpp_longctx,0.0891824225,scalar_l8_train8e5,0.1556591557,6.6476733143,0.2035714286,scalar_l8_train8e5,0.2244588745,2.0887445887,med_vs_med,0.2035714286,2.0887445887,1
207,_round207_fastdiscover_records.jsonl,mbpp_seed38_headprobe,mbpp,0.4148473047,scalar_l8_train8e5,0.4337237864,1.8876481772,0.4660821832,scalar_l8_train8e5,0.4758321025,0.9749919269,med_vs_med,0.4660821832,0.9749919269,1
209,_round209_fastdiscover_records.jsonl,arc_mc_seed39_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,med_vs_med,0.3333333333,8.3333333333,1
210,_round210_fastdiscover_records.jsonl,hotpot_seed39_discovery,hotpot,0.1024223524,scalar_l8_train1e4,0.1149751150,1.2552762553,0.1024223524,scalar_l8_train1e4,0.1331168831,3.0694530695,med_vs_med,0.1024223524,3.0694530695,1
211,_round211_fastdiscover_records.jsonl,arc_mc_seed40_discovery,arc_mc,0.3750000000,scalar_l8_sched_cos,0.4166666667,4.1666666667,0.3750000000,scalar_l8_sched_cos,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
211,_round211_fastdiscover_records.jsonl,protein_ss_seed52_discovery,protein_ss,0.2968304843,scalar_l8_train1e4,0.3075850873,1.0754602996,0.2968304843,scalar_l8_train1e4,0.3075850873,1.0754602996,med_vs_med,0.2968304843,1.0754602996,1
213,_round213_fastdiscover_records.jsonl,arc_mc_seed41_discovery,arc_mc,0.3333333333,scalar_l8_sched_cos,0.3750000000,4.1666666667,0.3333333333,scalar_l8_sched_cos,0.3750000000,4.1666666667,med_vs_med,0.3333333333,4.1666666667,1
214,_round214_fastdiscover_records.jsonl,mbpp_longctx_seed12_repair,mbpp_longctx,0.1603211603,scalar_l8_train8e5,0.1834585168,2.3137356471,0.1846153846,scalar_l8_train8e5,0.2283549784,4.3739593740,med_vs_med,0.1846153846,4.3739593740,1
216,_round216_fastdiscover_records.jsonl,protein_ss_seed54_discovery,protein_ss,0.2955790798,scalar_l8_train8e5,0.3173795656,2.1800485841,0.2955790798,scalar_l8_train8e5,0.3173795656,2.1800485841,med_vs_med,0.2955790798,2.1800485841,1
219,_round219_fastdiscover_records.jsonl,protein_ss_seed56_discovery,protein_ss,0.2564285291,scalar_l8_train1e4,0.2808210857,2.4392556596,0.2564285291,scalar_l8_train1e4,0.3038896376,4.7461108518,med_vs_med,0.2564285291,4.7461108518,1
221,_round221_fastdiscover_records.jsonl,arc_mc_seed45_discovery,arc_mc,0.2916666667,scalar_l8_train1e4,0.3750000000,8.3333333333,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
221,_round221_fastdiscover_records.jsonl,hotpot_seed42_discovery,hotpot,0.0818055818,scalar_l8_train8e5,0.0995558496,1.7750267750,0.1087844255,scalar_l8_train8e5,0.1311688312,2.2384405718,med_vs_med,0.1087844255,2.2384405718,1
222,_round222_fastdiscover_records.jsonl,mbpp_longctx_seed13_repair,mbpp_longctx,0.1300181300,scalar_l8_train8e5,0.1486661487,1.8648018648,0.1712842713,scalar_l8_train8e5,0.2712842713,10.0000000000,med_vs_med,0.1712842713,10.0000000000,1
222,_round222_fastdiscover_records.jsonl,protein_ss_seed57_discovery,protein_ss,0.2968304843,scalar_l8_train1e4,0.3097232933,1.2892808945,0.2968304843,scalar_l8_train1e4,0.3097232933,1.2892808945,med_vs_med,0.2968304843,1.2892808945,1
223,_round223_fastdiscover_records.jsonl,mbpp_seed44_headprobe,mbpp,0.3898340561,scalar_l8_sched_cos,0.4219447084,3.2110652246,0.4594205545,scalar_l8_sched_cos,0.4607201909,0.1299636314,med_vs_med,0.4594205545,0.1299636314,1
224,_round224_fastdiscover_records.jsonl,protein_ss_seed58_discovery,protein_ss,0.2604990039,head_l8,0.3101323019,4.9633297989,0.2812033937,head_l8,0.3175445493,3.6341155574,med_vs_med,0.2812033937,3.6341155574,1
225,_round225_fastdiscover_records.jsonl,arc_mc_seed47_discovery,arc_mc,0.3333333333,scalar_l8_sched_cos,0.3750000000,4.1666666667,0.3333333333,scalar_l8_sched_cos,0.3750000000,4.1666666667,med_vs_med,0.3333333333,4.1666666667,1
226,_round226_fastdiscover_records.jsonl,hotpot_seed43_discovery,hotpot,0.1111636112,scalar_l8_train8e5,0.1225508726,1.1387261387,0.1187228207,scalar_l8_train8e5,0.1225508726,0.3828051858,med_vs_med,0.1187228207,0.3828051858,1
226,_round226_fastdiscover_records.jsonl,mbpp_seed45_headprobe,mbpp,0.4143935617,head_l10_strong,0.4426720142,2.8278452487,0.4668820060,head_l10_strong,0.5132678927,4.6385886701,med_vs_med,0.4668820060,4.6385886701,1
227,_round227_fastdiscover_records.jsonl,protein_ss_seed60_discovery,protein_ss,0.2425299277,head_l8,0.3025470912,6.0017163474,0.2667652491,head_l8,0.3209852383,5.4219989218,med_vs_med,0.2667652491,5.4219989218,1
229,_round229_fastdiscover_records.jsonl,hotpot_seed44_discovery,hotpot,0.0945788446,scalar_l8_train1e4,0.1239841240,2.9405279405,0.1171177588,scalar_l8_train1e4,0.1239841240,0.6866365200,med_vs_med,0.1171177588,0.6866365200,1
401,_round401_fastdiscover_records.jsonl,arc_mc_seed114_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,med_vs_med,0.3333333333,4.1666666667,1
401,_round401_fastdiscover_records.jsonl,protein_ss_seed166_discovery,protein_ss,0.2392762180,scalar_l8_sched_cos,0.2692959583,3.0019740286,0.2677361554,scalar_l8_sched_cos,0.2692959583,0.1559802925,med_vs_med,0.2677361554,0.1559802925,1
403,_round403_fastdiscover_records.jsonl,squad_seed48_discovery,squad,0.1357323232,scalar_l8_sched_cos,0.1457828283,1.0050505051,0.1775140059,scalar_l8_sched_cos,0.1847871902,0.7273184294,med_vs_med,0.1775140059,0.7273184294,1
405,_round405_fastdiscover_records.jsonl,arc_mc_seed115_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.4583333333,12.5000000000,0.3333333333,scalar_l8_train1e4,0.4583333333,12.5000000000,med_vs_med,0.3333333333,12.5000000000,1
406,_round406_fastdiscover_records.jsonl,hotpot_seed67_discovery,hotpot,0.0688019188,scalar_l8_train1e4,0.1085648586,3.9762939763,0.1049857550,scalar_l8_train1e4,0.1085648586,0.3579103579,med_vs_med,0.1049857550,0.3579103579,1
406,_round406_fastdiscover_records.jsonl,protein_ss_seed169_discovery,protein_ss,0.2583156068,head_l8,0.2913417916,3.3026184819,0.2669305930,head_l8,0.3023228662,3.5392273192,med_vs_med,0.2669305930,3.5392273192,1
408,_round408_fastdiscover_records.jsonl,protein_ss_seed170_discovery,protein_ss,0.2428678731,scalar_l8_train1e4,0.3255808622,8.2712989171,0.2887833393,scalar_l8_train1e4,0.3255808622,3.6797522911,med_vs_med,0.2887833393,3.6797522911,1
409,_round409_fastdiscover_records.jsonl,protein_ss_seed171_discovery,protein_ss,0.2406851769,scalar_l8_sched_cos,0.2744034578,3.3718280901,0.2495447015,scalar_l8_sched_cos,0.2744034578,2.4858756286,med_vs_med,0.2495447015,2.4858756286,1
410,_round410_fastdiscover_records.jsonl,mbpp_seed92_headprobe,mbpp,0.4060379919,scalar_l8_sched_cos,0.4185134931,1.2475501281,0.4711913950,scalar_l8_sched_cos,0.4900656788,1.8874283788,med_vs_med,0.4711913950,1.8874283788,1
412,_round412_fastdiscover_records.jsonl,protein_ss_seed173_discovery,protein_ss,0.2968304843,scalar_l8_train1e4,0.3266187196,2.9788235278,0.2968304843,scalar_l8_train1e4,0.3266187196,2.9788235278,med_vs_med,0.2968304843,2.9788235278,1
414,_round414_fastdiscover_records.jsonl,protein_ss_seed174_discovery,protein_ss,0.3105540293,scalar_l8_sched_cos,0.3563228317,4.5768802348,0.3105540293,scalar_l8_sched_cos,0.3563228317,4.5768802348,med_vs_med,0.3105540293,4.5768802348,1
417,_round417_fastdiscover_records.jsonl,arc_mc_seed120_discovery,arc_mc,0.3333333333,scalar_l8_sched_cos,0.3750000000,4.1666666667,0.3750000000,scalar_l8_sched_cos,0.5000000000,12.5000000000,med_vs_med,0.3750000000,12.5000000000,1
417,_round417_fastdiscover_records.jsonl,protein_ss_seed176_discovery,protein_ss,0.2913417916,head_l8,0.3145557871,2.3213995502,0.3141134693,head_l8,0.3145557871,0.0442317857,med_vs_med,0.3141134693,0.0442317857,1
419,_round419_fastdiscover_records.jsonl,squad_seed52_discovery,squad,0.1408838384,scalar_l8_sched_cos,0.1609090909,2.0025252525,0.1867559524,scalar_l8_sched_cos,0.1874569602,0.0701007776,med_vs_med,0.1867559524,0.0701007776,1
420,_round420_fastdiscover_records.jsonl,protein_ss_seed177_discovery,protein_ss,0.2308077698,scalar_l8_sched_cos,0.2398074870,0.8999717151,0.2377063373,scalar_l8_sched_cos,0.2625377685,2.4831431194,med_vs_med,0.2377063373,2.4831431194,1
422,_round422_fastdiscover_records.jsonl,mbpp_seed95_headprobe,mbpp,0.4235263079,head_l10_strong,0.4462912709,2.2764963063,0.4610993617,head_l10_strong,0.4848300767,2.3730715003,med_vs_med,0.4610993617,2.3730715003,1
425,_round425_fastdiscover_records.jsonl,arc_mc_seed122_discovery,arc_mc,0.3333333333,scalar_l8_sched_cos,0.4166666667,8.3333333333,0.3333333333,scalar_l8_sched_cos,0.4166666667,8.3333333333,med_vs_med,0.3333333333,8.3333333333,1
425,_round425_fastdiscover_records.jsonl,protein_ss_seed180_discovery,protein_ss,0.2913417916,scalar_l8_sched_cos,0.3287759998,3.7434208203,0.2913417916,scalar_l8_sched_cos,0.3287759998,3.7434208203,med_vs_med,0.2913417916,3.7434208203,1
427,_round427_fastdiscover_records.jsonl,squad_seed54_discovery,squad,0.1383080808,scalar_l8_train1e4,0.1508080808,1.2500000000,0.1811534347,scalar_l8_train1e4,0.1972106016,1.6057166877,med_vs_med,0.1811534347,1.6057166877,1
428,_round428_fastdiscover_records.jsonl,mbpp_longctx_seed62_repair,mbpp_longctx,0.1053267720,scalar_l8_sched_cos,0.1486661487,4.3339376673,0.2284271284,scalar_l8_sched_cos,0.2361111111,0.7683982684,med_vs_med,0.2284271284,0.7683982684,1
430,_round430_fastdiscover_records.jsonl,protein_ss_seed182_discovery,protein_ss,0.2135607280,scalar_l8_sched_cos,0.2420451269,2.8484398897,0.2667652491,scalar_l8_sched_cos,0.2994253519,3.2660102825,med_vs_med,0.2667652491,3.2660102825,1
436,_round436_fastdiscover_records.jsonl,protein_ss_seed185_discovery,protein_ss,0.2656286817,scalar_l8_train1e4,0.2968177656,3.1189083821,0.2656286817,scalar_l8_train1e4,0.2968177656,3.1189083821,med_vs_med,0.2656286817,3.1189083821,1
438,_round438_fastdiscover_records.jsonl,protein_ss_seed186_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3421086570,4.5278172686,0.2968304843,scalar_l8_sched_cos,0.3421086570,4.5278172686,med_vs_med,0.2968304843,4.5278172686,1
440,_round440_fastdiscover_records.jsonl,protein_ss_seed187_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3079234325,1.1092948169,0.2968304843,scalar_l8_sched_cos,0.3079234325,1.1092948169,med_vs_med,0.2968304843,1.1092948169,1
441,_round441_fastdiscover_records.jsonl,arc_mc_seed126_discovery,arc_mc,0.3750000000,scalar_l8_train8e5,0.4166666667,4.1666666667,0.4166666667,scalar_l8_train8e5,0.4583333333,4.1666666667,med_vs_med,0.4166666667,4.1666666667,1
441,_round441_fastdiscover_records.jsonl,protein_ss_seed188_discovery,protein_ss,0.2461690569,scalar_l8_sched_cos,0.2648423610,1.8673304158,0.2855364630,scalar_l8_sched_cos,0.3268038085,4.1267345513,med_vs_med,0.2855364630,4.1267345513,1
444,_round444_fastdiscover_records.jsonl,protein_ss_seed189_discovery,protein_ss,0.2452306314,scalar_l8_train1e4,0.2539324899,0.8701858486,0.2667652491,scalar_l8_train1e4,0.3157184240,4.8953174968,med_vs_med,0.2667652491,4.8953174968,1
449,_round449_fastdiscover_records.jsonl,arc_mc_seed164_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
449,_round449_fastdiscover_records.jsonl,protein_ss_seed232_discovery,protein_ss,0.2968304843,scalar_l8_sched_cos,0.3291977272,3.2367242894,0.2968304843,scalar_l8_sched_cos,0.3291977272,3.2367242894,med_vs_med,0.2968304843,3.2367242894,1
450,_round450_fastdiscover_records.jsonl,mbpp_seed126_headprobe,mbpp,0.4020842380,scalar_l8_sched_cos,0.4332392531,3.1155015198,0.4574407628,scalar_l8_sched_cos,0.4624653916,0.5024628754,med_vs_med,0.4574407628,0.5024628754,1
452,_round452_fastdiscover_records.jsonl,protein_ss_seed233_discovery,protein_ss,0.2784280892,head_l8,0.2955790798,1.7150990579,0.2784280892,head_l8,0.2955790798,1.7150990579,med_vs_med,0.2784280892,1.7150990579,1
455,_round455_fastdiscover_records.jsonl,squad_seed81_anchor,squad,0.1332575758,scalar_l8_train1e4,0.1483080808,1.5050505051,0.1782171202,scalar_l8_train1e4,0.1851326977,0.6915577520,med_vs_med,0.1782171202,0.6915577520,1
456,_round456_fastdiscover_records.jsonl,protein_ss_seed235_discovery,protein_ss,0.3192041010,scalar_l8_train1e4,0.3325534724,1.3349371372,0.3192041010,scalar_l8_train1e4,0.3325534724,1.3349371372,med_vs_med,0.3192041010,1.3349371372,1
465,_round465_fastdiscover_records.jsonl,arc_mc_seed170_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,0.3333333333,scalar_l8_train1e4,0.3750000000,4.1666666667,med_vs_med,0.3333333333,4.1666666667,1
466,_round466_fastdiscover_records.jsonl,protein_ss_seed239_discovery,protein_ss,0.2784327960,head_l8,0.3517059208,7.3273124767,0.2784327960,head_l8,0.3517059208,7.3273124767,med_vs_med,0.2784327960,7.3273124767,1
503,_round503_fastdiscover_records.jsonl,hotpot_seed84_discovery,hotpot,0.0983903484,scalar_l8_train1e4,0.1099981100,1.1607761608,0.1144300144,scalar_l8_train1e4,0.1432597755,2.8829761025,med_vs_med,0.1144300144,2.8829761025,1
504,_round504_fastdiscover_records.jsonl,protein_ss_seed252_discovery,protein_ss,0.2392762180,scalar_l8_sched_cos,0.2668467309,2.7570512862,0.3040549815,scalar_l8_sched_cos,0.3293736663,2.5318684730,med_vs_med,0.3040549815,2.5318684730,1
505,_round505_fastdiscover_records.jsonl,arc_mc_seed184_discovery,arc_mc,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,0.3750000000,scalar_l8_train1e4,0.4166666667,4.1666666667,med_vs_med,0.3750000000,4.1666666667,1
507,_round507_fastdiscover_records.jsonl,mbpp_longctx_seed99_repair,mbpp_longctx,0.1208667875,head_l8,0.1781058448,5.7239057239,0.1958152958,head_l8,0.2702380952,7.4422799423,med_vs_med,0.1958152958,7.4422799423,1
509,_round509_fastdiscover_records.jsonl,mbpp_seed143_anchor,mbpp,0.4233056793,head_l10_strong,0.4411653852,1.7859705942,0.4902741162,head_l10_strong,0.4908597540,0.0585637753,med_vs_med,0.4902741162,0.0585637753,1
509,_round509_fastdiscover_records.jsonl,protein_ss_seed254_discovery,protein_ss,0.3053373284,scalar_l8_sched_cos,0.3285460226,2.3208694283,0.3053373284,scalar_l8_sched_cos,0.3285460226,2.3208694283,med_vs_med,0.3053373284,2.3208694283,1
510,_round510_fastdiscover_records.jsonl,squad_seed95_anchor,squad,0.1307323232,head_l8,0.1533585859,2.2626262626,0.1675764520,head_l8,0.1811027265,1.3526274501,med_vs_med,0.1675764520,1.3526274501,1
511,_round511_fastdiscover_records.jsonl,hotpot_seed86_discovery,hotpot,0.0701505702,head_l8,0.1111636112,4.1013041013,0.1109449193,head_l8,0.1320512821,2.1106362773,med_vs_med,0.1109449193,2.1106362773,1
521,_round521_fastdiscover_records.jsonl,mbpp_seed146_headprobe,mbpp,0.3985376150,head_l10_strong,0.4159882406,1.7450625660,0.4563711603,head_l10_strong,0.4597547332,0.3383572893,med_vs_med,0.4563711603,0.3383572893,1
522,_round522_fastdiscover_records.jsonl,protein_ss_seed259_discovery,protein_ss,0.3010511053,scalar_l8_sched_cos,0.3508838871,4.9832781741,0.3010511053,scalar_l8_sched_cos,0.3508838871,4.9832781741,med_vs_med,0.3010511053,4.9832781741,1
525,_round525_fastdiscover_records.jsonl,protein_ss_seed260_discovery,protein_ss,0.3013389510,head_l8,0.3102019204,0.8862969389,0.3013389510,head_l8,0.3102019204,0.8862969389,med_vs_med,0.3013389510,0.8862969389,1
526,_round526_fastdiscover_records.jsonl,mbpp_longctx_seed104_repair,mbpp_longctx,0.1154277821,head_l8,0.1603211603,4.4893378227,0.1857142857,head_l8,0.2452741703,5.9559884560,med_vs_med,0.1857142857,5.9559884560,1
527,_round527_fastdiscover_records.jsonl,hotpot_seed90_discovery,hotpot,0.1047533548,head_l8,0.1265828766,2.1829521830,0.1207200929,head_l8,0.1265828766,0.5862783668,med_vs_med,0.1207200929,0.5862783668,1
528,_round528_fastdiscover_records.jsonl,protein_ss_seed261_discovery,protein_ss,0.2786426536,scalar_l8_sched_cos,0.3600171956,8.1374541910,0.2786426536,scalar_l8_sched_cos,0.3600171956,8.1374541910,med_vs_med,0.2786426536,8.1374541910,1
529,_round529_fastdiscover_records.jsonl,mbpp_seed148_headprobe,mbpp,0.4036258103,head_l10_strong,0.4335896276,2.9963817277,0.4989308661,head_l10_strong,0.5273022885,2.8371422471,med_vs_med,0.4989308661,2.8371422471,1
530,_round530_fastdiscover_records.jsonl,protein_ss_seed262_discovery,protein_ss,0.2910336252,scalar_l8_train1e4,0.3148529711,2.3819345887,0.2910336252,scalar_l8_train1e4,0.3148529711,2.3819345887,med_vs_med,0.2910336252,2.3819345887,1
531,_round531_fastdiscover_records.jsonl,hotpot_seed91_discovery,hotpot,0.0765608266,scalar_l8_train1e4,0.1009891010,2.4428274428,0.0940645774,scalar_l8_train1e4,0.1009891010,0.6924523591,med_vs_med,0.0940645774,0.6924523591,1
531,_round531_fastdiscover_records.jsonl,mbpp_longctx_seed105_repair,mbpp_longctx,0.1347664681,scalar_l8_sched_cos,0.2090995424,7.4333074333,0.2111471861,scalar_l8_sched_cos,0.2384920635,2.7344877345,med_vs_med,0.2111471861,2.7344877345,1
534,_round534_fastdiscover_records.jsonl,mbpp_longctx_seed106_repair,mbpp_longctx,0.1486661487,head_l8,0.1673141673,1.8648018648,0.1906221019,head_l8,0.2775252525,8.6903150613,med_vs_med,0.1906221019,8.6903150613,1
543,_round543_fastdiscover_records.jsonl,hotpot_seed94_discovery,hotpot,0.0693167193,scalar_l8_sched_cos,0.1135418635,4.4225144225,0.0946934225,scalar_l8_sched_cos,0.1135418635,1.8848441022,med_vs_med,0.0946934225,1.8848441022,1
544,_round544_fastdiscover_records.jsonl,protein_ss_seed267_discovery,protein_ss,0.2568821894,scalar_l8_train1e4,0.2769557441,2.0073554613,0.2568821894,scalar_l8_train1e4,0.2799330887,2.3050899242,med_vs_med,0.2568821894,2.3050899242,1
545,_round545_fastdiscover_records.jsonl,mbpp_seed152_headprobe,mbpp,0.3989904472,scalar_l8_train1e4,0.4486539297,4.9663482414,0.4674418163,scalar_l8_train1e4,0.4712948454,0.3853029044,med_vs_med,0.4674418163,0.3853029044,1
550,_round550_fastdiscover_records.jsonl,protein_ss_seed270_discovery,protein_ss,0.2786995534,scalar_l8_sched_cos,0.2933964184,1.4696865026,0.2786995534,scalar_l8_sched_cos,0.2933964184,1.4696865026,med_vs_med,0.2786995534,1.4696865026,1
551,_round551_fastdiscover_records.jsonl,arc_mc_seed202_discovery,arc_mc,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,0.4166666667,scalar_l8_train1e4,0.4583333333,4.1666666667,med_vs_med,0.4166666667,4.1666666667,1
552,_round552_fastdiscover_records.jsonl,protein_ss_seed271_discovery,protein_ss,0.2874587644,scalar_l8_train1e4,0.3108191151,2.3360350663,0.2874587644,scalar_l8_train1e4,0.3108191151,2.3360350663,med_vs_med,0.2874587644,2.3360350663,1
554,_round554_fastdiscover_records.jsonl,protein_ss_seed272_discovery,protein_ss,0.2757025302,scalar_l8_train1e4,0.3192041010,4.3501570755,0.2986766247,scalar_l8_train1e4,0.3192041010,2.0527476246,med_vs_med,0.2986766247,2.0527476246,1
556,_round556_fastdiscover_records.jsonl,mbpp_seed159_headprobe,mbpp,0.4185511835,scalar_l8_train1e4,0.4286521936,1.0101010101,0.4660885800,scalar_l8_train1e4,0.4842453286,1.8156748668,med_vs_med,0.4660885800,1.8156748668,1
557,_round557_fastdiscover_records.jsonl,arc_mc_seed205_discovery,arc_mc,0.3333333333,scalar_l8_train8e5,0.4166666667,8.3333333333,0.3333333333,scalar_l8_train8e5,0.4166666667,8.3333333333,med_vs_med,0.3333333333,8.3333333333,1
557,_round557_fastdiscover_records.jsonl,mbpp_longctx_seed113_repair,mbpp_longctx,0.1385651386,head_l8,0.1549684883,1.6403349737,0.1601010101,head_l8,0.1957875458,3.5686535687,med_vs_med,0.1601010101,3.5686535687,1
558,_round558_fastdiscover_records.jsonl,mbpp_seed160_anchor,mbpp,0.4023058623,scalar_l8_sched_cos,0.4210387457,1.8732883407,0.4590851743,scalar_l8_sched_cos,0.4747444402,1.5659265817,med_vs_med,0.4590851743,1.5659265817,1
559,_round559_fastdiscover_records.jsonl,mbpp_seed161_headprobe,mbpp,0.4185888738,scalar_l8_sched_cos,0.4336650083,1.5076134479,0.4570844562,scalar_l8_sched_cos,0.4585894226,0.1504966389,med_vs_med,0.4570844562,0.1504966389,1
561,_round561_fastdiscover_records.jsonl,mbpp_seed162_headprobe,mbpp,0.3984622343,scalar_l8_train1e4,0.4148111999,1.6348965619,0.4578846809,scalar_l8_train1e4,0.4698317619,1.1947081068,med_vs_med,0.4578846809,1.1947081068,1
563,_round563_fastdiscover_records.jsonl,mbpp_seed163_anchor,mbpp,0.3915238211,head_l10_strong,0.4228180634,3.1294242252,0.4696989749,head_l10_strong,0.4758321025,0.6133127580,med_vs_med,0.4696989749,0.6133127580,1
566,_round566_fastdiscover_records.jsonl,mbpp_seed165_anchor,mbpp,0.4085632444,scalar_l8_sched_cos,0.4235639982,1.5000753807,0.4730056362,scalar_l8_sched_cos,0.4870872353,1.4081599161,med_vs_med,0.4730056362,1.4081599161,1
567,_round567_fastdiscover_records.jsonl,mbpp_seed166_headprobe,mbpp,0.4134252978,scalar_l8_sched_cos,0.4285768129,1.5151515152,0.4555981856,scalar_l8_sched_cos,0.4714390175,1.5840831912,med_vs_med,0.4555981856,1.5840831912,1
569,_round569_fastdiscover_records.jsonl,arc_mc_seed211_repro,arc_mc,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,0.3333333333,scalar_l8_train1e4,0.4166666667,8.3333333333,med_vs_med,0.3333333333,8.3333333333,1
